MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,MMSI_COUNTRY_CD,RECEIVER
3,338309000,YACHT LADY,0,WDA2527,37.672046,-122.380221,2019-01-01 19:55:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807110,-122.440492,2019-01-01 19:55:00.000,0.0,347.6,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806102,-122.446922,2019-01-01 19:55:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780466,-122.386023,2019-01-01 19:55:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798296,-122.393902,2019-01-01 19:55:00.000,0.0,181.5,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366975750,HARBOR PRINCESS,0,WCX8036,37.809286,-122.415327,2019-01-01 19:55:00.000,0.0,131.5,None,0,15,60,2.8,4,21,4,3,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809511,-122.412120,2019-01-01 19:55:00.000,0.0,338.6,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
3,367165570,SAM,9173496,WDD5908,37.802837,-122.397665,2019-01-01 19:55:00.000,0.0,251.1,53,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367301480,VALOR,9409924,WDD8691,37.802503,-122.398280,2019-01-01 19:55:00.000,0.0,241.0,235,0,1,52,5.5,15,3,3,10,US,D11MN-SF-PTSBS1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781442,-122.386521,2019-01-01 19:55:00.000,0.0,142.9,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502381,-122.480497,2019-01-01 19:55:00.000,0.0,None,177,5,3,36,1.2,3,5,1,1,US,None
18,367521620,MAGRATHEA,None,WDG3019,37.673113,-122.380637,2019-01-01 19:55:00.000,0.0,125.3,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808886,-122.417779,2019-01-01 19:55:00.000,0.0,None,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807595,-122.442200,2019-01-01 19:55:00.000,0.0,39.4,260,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
1,367733650,FIREBOAT 3,0,WDI7931,37.790473,-122.388304,2019-01-01 19:55:00.000,0.0,243.6,245,0,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672815,-122.379744,2019-01-01 19:55:00.000,0.0,190.6,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
3,367833000,CAPELLA,7223508,NBXO,37.748396,-122.379644,2019-01-01 19:55:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
1,368060190,P/V_GOLDEN_GATE,0,WDK4954,37.795189,-122.377879,2019-01-01 19:55:00.000,16.6,133.0,None,15,15,50,0.0,14,7,4,2,US,D11MN-SF-EAGBS1
3,368992000,ALGOL,7303205,NAMW,37.748074,-122.383138,2019-01-01 19:55:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502352,-122.480950,2019-01-01 20:00:00.000,0.0,197.3,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808604,-122.360940,2019-01-01 20:00:00.000,0.0,246.2,177,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780885,-122.387227,2019-01-01 20:00:00.000,0.0,0.0,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501571,-122.481204,2019-01-01 20:00:00.000,0.0,161.1,None,None,None,37,None,7,5,3,1,US,None
18,338142695,MISS PERCEPTION,None, ,37.640793,-122.414687,2019-01-01 20:00:00.000,0.0,None,None,None,None,37,None,2,0,0,0,US,VTS11-SF-PSP
18,338166398,LADY FISH,None, ,37.778561,-122.386956,2019-01-01 20:00:00.000,0.0,93.7,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502293,-122.484915,2019-01-01 20:00:00.000,0.0,53.2,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338186589,COASTAL MOON,None, ,37.780386,-122.386789,2019-01-01 20:00:00.000,0.0,3.4,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806679,-122.446034,2019-01-01 20:00:00.000,0.0,None,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807361,-122.441240,2019-01-01 20:00:00.000,0.0,94.0,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338300727,RETAINED EARNINGS,None, ,37.805970,-122.443592,2019-01-01 20:00:00.000,0.0,228.2,None,None,None,37,None,3,2,1,1,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501481,-122.484573,2019-01-01 20:00:00.000,0.0,177.5,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672057,-122.380227,2019-01-01 20:00:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807821,-122.439168,2019-01-01 20:00:00.000,3.1,106.6,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806123,-122.446917,2019-01-01 20:00:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780461,-122.386015,2019-01-01 20:00:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798306,-122.393899,2019-01-01 20:00:00.000,0.0,241.7,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366975750,HARBOR PRINCESS,0,WCX8036,37.809391,-122.415415,2019-01-01 20:00:00.000,.7,145.5,None,0,15,60,2.8,4,21,4,3,US,D11MN-SF-BUSBS1
1,366981360,OLD BLUE,0,WDB9712,37.808939,-122.410863,2019-01-01 20:00:00.000,0.0,95.2,None,5,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809514,-122.412110,2019-01-01 20:00:00.000,0.0,338.6,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
3,367165570,SAM,9173496,WDD5908,37.802850,-122.397674,2019-01-01 20:00:00.000,0.0,332.4,53,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367301480,VALOR,9409924,WDD8691,37.802522,-122.398293,2019-01-01 20:00:00.000,0.0,244.2,235,0,1,52,5.5,15,3,3,10,US,D11MN-SF-PTSBS1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781441,-122.386518,2019-01-01 20:00:00.000,0.0,91.9,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502380,-122.480497,2019-01-01 20:00:00.000,0.0,None,177,5,3,36,1.2,3,5,1,1,US,None
18,367474730,LA DOLCE VITA,None,WDF6483,37.781172,-122.386742,2019-01-01 20:00:00.000,0.0,340.5,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673126,-122.380639,2019-01-01 20:00:00.000,0.0,None,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808883,-122.417772,2019-01-01 20:00:00.000,0.0,None,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807581,-122.442213,2019-01-01 20:00:00.000,0.0,39.4,261,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
1,367733650,FIREBOAT 3,0,WDI7931,37.790474,-122.388257,2019-01-01 20:00:00.000,0.0,226.9,245,0,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672812,-122.379756,2019-01-01 20:00:00.000,0.0,190.6,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
3,367833000,CAPELLA,7223508,NBXO,37.748408,-122.379610,2019-01-01 20:00:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
1,368060190,P/V_GOLDEN_GATE,0,WDK4954,37.779370,-122.360875,2019-01-01 20:00:00.000,10.0,138.7,None,15,15,50,0.0,14,7,4,2,US,D11MN-SF-EAGBS1
3,368992000,ALGOL,7303205,NAMW,37.748065,-122.383150,2019-01-01 20:00:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502344,-122.480938,2019-01-01 20:05:00.000,0.0,147.3,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808605,-122.360940,2019-01-01 20:05:00.000,0.0,266.0,176,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780891,-122.387227,2019-01-01 20:05:00.000,0.0,123.8,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501558,-122.481207,2019-01-01 20:05:00.000,0.0,0.0,None,None,None,37,None,7,5,3,1,US,None
18,338166398,LADY FISH,None, ,37.778551,-122.386962,2019-01-01 20:05:00.000,0.0,93.7,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502298,-122.484912,2019-01-01 20:05:00.000,0.0,133.0,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501572,-122.481514,2019-01-01 20:05:00.000,0.0,125.0,None,None,None,30,None,6,6,2,2,US,None
18,338186589,COASTAL MOON,None, ,37.780432,-122.386804,2019-01-01 20:05:00.000,0.0,3.4,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502363,-122.480300,2019-01-01 20:05:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806676,-122.446020,2019-01-01 20:05:00.000,0.0,None,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338300727,RETAINED EARNINGS,None, ,37.805962,-122.443585,2019-01-01 20:05:00.000,0.0,228.2,None,None,None,37,None,3,2,1,1,US,D11MN-SF-PREBS1
18,338311357,FREEDOM 2,None, ,37.806088,-122.446906,2019-01-01 20:05:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780476,-122.386019,2019-01-01 20:05:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
1,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.799447,-122.392943,2019-01-01 20:05:00.000,2.3,237.9,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
3,366981360,OLD BLUE,0,WDB9712,37.808933,-122.410847,2019-01-01 20:05:00.000,0.0,78.5,None,5,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809514,-122.412105,2019-01-01 20:05:00.000,0.0,338.6,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
3,367165570,SAM,9173496,WDD5908,37.802858,-122.397637,2019-01-01 20:05:00.000,0.0,186.9,54,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367301480,VALOR,9409924,WDD8691,37.802516,-122.398279,2019-01-01 20:05:00.000,0.0,244.9,235,0,1,52,5.5,15,3,3,10,US,D11MN-SF-PTSBS1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781444,-122.386515,2019-01-01 20:05:00.000,0.0,63.3,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502395,-122.480482,2019-01-01 20:05:00.000,0.0,None,177,5,3,36,1.2,3,5,1,1,US,None
18,367474730,LA DOLCE VITA,None,WDF6483,37.781174,-122.386733,2019-01-01 20:05:00.000,0.0,343.0,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673110,-122.380649,2019-01-01 20:05:00.000,0.0,None,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808885,-122.417769,2019-01-01 20:05:00.000,0.0,None,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807596,-122.442200,2019-01-01 20:05:00.000,0.0,39.4,257,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
1,367733650,FIREBOAT 3,0,WDI7931,37.790504,-122.388307,2019-01-01 20:05:00.000,0.0,262.0,246,0,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672809,-122.379742,2019-01-01 20:05:00.000,0.0,190.6,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
3,367833000,CAPELLA,7223508,NBXO,37.748398,-122.379669,2019-01-01 20:05:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748042,-122.383142,2019-01-01 20:05:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502335,-122.480922,2019-01-01 20:10:00.000,.1,140.5,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808608,-122.360941,2019-01-01 20:10:00.000,.1,311.5,176,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780892,-122.387236,2019-01-01 20:10:00.000,0.0,119.5,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501571,-122.481219,2019-01-01 20:10:00.000,0.0,0.0,None,None,None,37,None,7,5,3,1,US,None
18,338166398,LADY FISH,None, ,37.778565,-122.386949,2019-01-01 20:10:00.000,0.0,93.7,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502280,-122.484905,2019-01-01 20:10:00.000,0.0,94.2,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501581,-122.481517,2019-01-01 20:10:00.000,0.0,125.0,None,None,None,30,None,6,6,2,2,US,None
18,338186589,COASTAL MOON,None, ,37.780429,-122.386795,2019-01-01 20:10:00.000,0.0,3.4,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502365,-122.480296,2019-01-01 20:10:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806661,-122.446094,2019-01-01 20:10:00.000,0.0,None,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807381,-122.441240,2019-01-01 20:10:00.000,0.0,94.0,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501493,-122.484582,2019-01-01 20:10:00.000,0.0,177.5,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672095,-122.380264,2019-01-01 20:10:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807739,-122.398424,2019-01-01 20:10:00.000,2.0,248.4,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806118,-122.446927,2019-01-01 20:10:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780469,-122.386018,2019-01-01 20:10:00.000,.1,None,None,None,None,36,None,13,0,0,2,US,None
1,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.803039,-122.392790,2019-01-01 20:10:00.000,8.5,244.9,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366975760,ROYAL_PRINCE,0, ,37.809675,-122.415173,2019-01-01 20:10:00.000,1.1,132.1,None,0,15,99,0.0,8,17,6,3,US,D11MN-SF-BUSBS1
1,366981360,OLD BLUE,0,WDB9712,37.808943,-122.410858,2019-01-01 20:10:00.000,0.0,78.5,None,0,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809516,-122.412118,2019-01-01 20:10:00.000,0.0,338.6,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
3,367165570,SAM,9173496,WDD5908,37.802841,-122.397659,2019-01-01 20:10:00.000,0.0,220.5,54,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367301480,VALOR,9409924,WDD8691,37.802478,-122.398278,2019-01-01 20:10:00.000,0.0,229.7,235,0,1,52,5.5,15,3,3,10,US,D11MN-SF-PTSBS1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781449,-122.386520,2019-01-01 20:10:00.000,0.0,34.9,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502384,-122.480488,2019-01-01 20:10:00.000,0.0,None,177,5,3,36,1.2,3,5,1,1,US,None
18,367474730,LA DOLCE VITA,None,WDF6483,37.781460,-122.385921,2019-01-01 20:10:00.000,.6,108.9,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673119,-122.380638,2019-01-01 20:10:00.000,0.0,146.4,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808878,-122.417765,2019-01-01 20:10:00.000,0.0,None,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.808035,-122.439157,2019-01-01 20:10:00.000,3.4,181.0,182,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
1,367733650,FIREBOAT 3,0,WDI7931,37.790512,-122.388257,2019-01-01 20:10:00.000,0.0,267.6,246,0,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672815,-122.379749,2019-01-01 20:10:00.000,0.0,190.6,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
3,367833000,CAPELLA,7223508,NBXO,37.748404,-122.379643,2019-01-01 20:10:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748067,-122.383144,2019-01-01 20:10:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502336,-122.480942,2019-01-01 20:15:00.000,0.0,156.4,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808607,-122.360941,2019-01-01 20:15:00.000,.1,316.0,177,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780890,-122.387227,2019-01-01 20:15:00.000,0.0,208.6,None,None,None,36,None,11,3,2,2,US,None
18,338166398,LADY FISH,None, ,37.778572,-122.386957,2019-01-01 20:15:00.000,0.0,93.7,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502288,-122.484909,2019-01-01 20:15:00.000,0.0,94.2,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338186589,COASTAL MOON,None, ,37.780425,-122.386805,2019-01-01 20:15:00.000,0.0,4.7,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502365,-122.480295,2019-01-01 20:15:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806670,-122.446079,2019-01-01 20:15:00.000,0.0,None,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807360,-122.441240,2019-01-01 20:15:00.000,0.0,94.0,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501499,-122.484583,2019-01-01 20:15:00.000,0.0,177.5,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672106,-122.380270,2019-01-01 20:15:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.808615,-122.400033,2019-01-01 20:15:00.000,5.4,259.9,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806105,-122.446920,2019-01-01 20:15:00.000,.1,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780461,-122.386015,2019-01-01 20:15:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
1,366975760,ROYAL_PRINCE,0, ,37.809470,-122.415059,2019-01-01 20:15:00.000,0.0,304.6,None,0,15,99,0.0,8,17,6,3,US,D11MN-SF-BUSBS1
1,366981360,OLD BLUE,0,WDB9712,37.809167,-122.411076,2019-01-01 20:15:00.000,1.3,204.4,None,0,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809501,-122.412113,2019-01-01 20:15:00.000,0.0,338.6,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
3,367165570,SAM,9173496,WDD5908,37.802797,-122.397664,2019-01-01 20:15:00.000,0.0,181.5,54,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367301480,VALOR,9409924,WDD8691,37.802450,-122.398225,2019-01-01 20:15:00.000,0.0,208.0,235,0,1,52,5.5,15,3,3,10,US,D11MN-SF-PTSBS1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781454,-122.386525,2019-01-01 20:15:00.000,0.0,28.2,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502380,-122.480485,2019-01-01 20:15:00.000,0.0,None,177,5,3,36,1.2,3,5,1,1,US,None
18,367474730,LA DOLCE VITA,None,WDF6483,37.781506,-122.385882,2019-01-01 20:15:00.000,0.0,0.0,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673163,-122.380352,2019-01-01 20:15:00.000,1.5,36.3,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808878,-122.417764,2019-01-01 20:15:00.000,0.0,None,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
1,367733650,FIREBOAT 3,0,WDI7931,37.790484,-122.388275,2019-01-01 20:15:00.000,0.0,264.0,246,0,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672829,-122.379746,2019-01-01 20:15:00.000,0.0,190.6,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
3,367833000,CAPELLA,7223508,NBXO,37.748421,-122.379640,2019-01-01 20:15:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748055,-122.383204,2019-01-01 20:15:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502338,-122.480930,2019-01-01 20:20:00.000,0.0,150.5,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808606,-122.360939,2019-01-01 20:20:00.000,.1,358.0,178,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780900,-122.387248,2019-01-01 20:20:00.000,0.0,126.4,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501563,-122.481213,2019-01-01 20:20:00.000,0.0,0.0,None,None,None,37,None,7,5,3,1,US,None
18,338166398,LADY FISH,None, ,37.778580,-122.386942,2019-01-01 20:20:00.000,0.0,93.7,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502298,-122.484924,2019-01-01 20:20:00.000,0.0,94.2,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501575,-122.481506,2019-01-01 20:20:00.000,0.0,125.0,None,None,None,30,None,6,6,2,2,US,None
18,338186589,COASTAL MOON,None, ,37.780430,-122.386806,2019-01-01 20:20:00.000,0.0,52.1,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806716,-122.446035,2019-01-01 20:20:00.000,0.0,None,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807380,-122.441240,2019-01-01 20:20:00.000,0.0,94.0,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
3,338309000,YACHT LADY,0,WDA2527,37.672096,-122.380277,2019-01-01 20:20:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.798289,-122.394405,2019-01-01 20:20:00.000,4.3,122.7,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806120,-122.446926,2019-01-01 20:20:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780481,-122.386042,2019-01-01 20:20:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
1,366975760,ROYAL_PRINCE,0, ,37.809475,-122.415058,2019-01-01 20:20:00.000,0.0,289.7,None,0,15,99,0.0,8,17,6,3,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809490,-122.412101,2019-01-01 20:20:00.000,0.0,165.5,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,367301480,VALOR,9409924,WDD8691,37.802483,-122.398265,2019-01-01 20:20:00.000,0.0,227.3,235,0,1,52,5.5,15,3,3,10,US,D11MN-SF-PTSBS1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781461,-122.386534,2019-01-01 20:20:00.000,0.0,153.7,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502385,-122.480490,2019-01-01 20:20:00.000,0.0,None,177,5,3,36,1.2,3,5,1,1,US,None
