MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,MMSI_COUNTRY_CD,RECEIVER
18,235088685,AC-RELIANCE,None,2EWE5,37.502357,-122.480912,2019-01-01 00:00:00.000,0.0,63.4,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808598,-122.360939,2019-01-01 00:00:00.000,0.0,268.0,178,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780850,-122.387199,2019-01-01 00:00:00.000,.1,4.0,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501546,-122.481215,2019-01-01 00:00:00.000,0.0,140.0,None,None,None,37,None,7,5,3,1,US,None
18,338166398,LADY FISH,None, ,37.778580,-122.386962,2019-01-01 00:00:00.000,0.0,223.8,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502283,-122.484907,2019-01-01 00:00:00.000,0.0,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501578,-122.481519,2019-01-01 00:00:00.000,0.0,216.4,None,None,None,30,None,6,6,2,2,US,None
18,338181459,F/V NATALIE NICOLE,None, ,37.808936,-122.417765,2019-01-01 00:00:00.000,0.0,None,71,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780426,-122.386802,2019-01-01 00:00:00.000,.1,181.7,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502346,-122.480287,2019-01-01 00:00:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806671,-122.446114,2019-01-01 00:00:00.000,0.0,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807356,-122.441240,2019-01-01 00:00:00.000,0.0,167.5,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501501,-122.484584,2019-01-01 00:00:00.000,0.0,182.7,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672088,-122.380310,2019-01-01 00:00:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807111,-122.440485,2019-01-01 00:00:00.000,0.0,3.7,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806103,-122.446914,2019-01-01 00:00:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780465,-122.385989,2019-01-01 00:00:00.000,.1,None,None,None,None,36,None,13,0,0,2,US,None
18,366925550,STACY JOANNE,None,WDB6500,37.502198,-122.482417,2019-01-01 00:00:00.000,0.0,0.0,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798306,-122.393909,2019-01-01 00:00:00.000,0.0,208.3,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366969970,SONOMA,0,WZC8517,37.796191,-122.392422,2019-01-01 00:00:00.000,1.6,156.2,234,0,15,60,0.0,28,28,5,5,US,VTS11-SF-BPT
1,366975750,HARBOR PRINCESS,0,WCX8036,37.809278,-122.415351,2019-01-01 00:00:00.000,.1,146.6,None,0,15,60,2.8,4,21,4,3,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809500,-122.412114,2019-01-01 00:00:00.000,0.0,292.8,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366985340,ENCINAL,0,WCY6429,37.794589,-122.388071,2019-01-01 00:00:00.000,8.7,111.4,None,0,1,60,2.4,15,13,8,2,US,VTS11-SF-PSP
1,366989380,MARE ISLAND,9144665,WDC2198,37.800314,-122.393110,2019-01-01 00:00:00.000,11.4,187.8,195,0,1,60,3.0,12,30,5,5,US,VTS11-SF-WGE1
1,366990520,DEL NORTE,0,WDC2280,37.797157,-122.388828,2019-01-01 00:00:00.000,1.5,225.9,323,0,1,40,0.0,16,32,12,12,US,D13MN-PS-GOLBS1
3,367165570,SAM,9173496,WDD5908,37.802786,-122.397631,2019-01-01 00:00:00.000,0.0,43.0,55,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367338290,ALCATRAZ FLYER,0,WDE3382,37.807026,-122.404300,2019-01-01 00:00:00.000,.4,192.4,None,0,15,60,1.5,10,30,5,5,US,D11MN-SF-PREBS1
1,367380880,GEMINI,9550747,WDE6488,37.795089,-122.391801,2019-01-01 00:00:00.000,0.0,188.4,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781413,-122.386508,2019-01-01 00:00:00.000,0.0,191.4,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502348,-122.480525,2019-01-01 00:00:00.000,0.0,None,174,5,3,36,1.2,3,5,1,1,US,None
3,367436230,TAURUS,0,WDF3127,37.663648,-122.377377,2019-01-01 00:00:00.000,0.0,67.1,179,5,0,60,0.0,18,17,4,4,US,VTS11-SF-MTT1
18,367474730,LA DOLCE VITA,None,WDF6483,37.781175,-122.386734,2019-01-01 00:00:00.000,0.0,.8,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673118,-122.380640,2019-01-01 00:00:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808878,-122.417778,2019-01-01 00:00:00.000,0.0,164.9,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
1,367654260,FALCON,0,WDH8060,37.774656,-122.385597,2019-01-01 00:00:00.000,.1,189.6,None,0,15,99,0.2,6,10,1,4,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807590,-122.442200,2019-01-01 00:00:00.000,0.0,275.8,260,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790464,-122.388236,2019-01-01 00:00:00.000,.1,231.3,246,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672821,-122.379763,2019-01-01 00:00:00.000,0.0,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806838,-122.445112,2019-01-01 00:00:00.000,0.0,261.0,None,None,None,37,None,15,13,4,3,US,None
3,367833000,CAPELLA,7223508,NBXO,37.748420,-122.379682,2019-01-01 00:00:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
18,368557000,BASS TUB,None,WDF3974,37.809053,-122.443297,2019-01-01 00:00:00.000,8.0,264.8,None,None,None,30,None,4,13,3,2,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748023,-122.383134,2019-01-01 00:00:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502353,-122.480916,2019-01-01 00:05:00.000,0.0,76.2,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808606,-122.360934,2019-01-01 00:05:00.000,.1,359.0,179,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780863,-122.387174,2019-01-01 00:05:00.000,0.0,132.1,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501542,-122.481219,2019-01-01 00:05:00.000,0.0,159.9,None,None,None,37,None,7,5,3,1,US,None
18,338167545,STARFIRE,None, ,37.502285,-122.484895,2019-01-01 00:05:00.000,.1,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501578,-122.481512,2019-01-01 00:05:00.000,.1,216.4,None,None,None,30,None,6,6,2,2,US,None
18,338181459,F/V NATALIE NICOLE,None, ,37.808933,-122.417768,2019-01-01 00:05:00.000,0.0,None,89,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780440,-122.386783,2019-01-01 00:05:00.000,.1,129.4,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502348,-122.480289,2019-01-01 00:05:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806713,-122.446098,2019-01-01 00:05:00.000,0.0,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807340,-122.441240,2019-01-01 00:05:00.000,.1,167.5,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501503,-122.484587,2019-01-01 00:05:00.000,0.0,182.7,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672084,-122.380301,2019-01-01 00:05:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807111,-122.440490,2019-01-01 00:05:00.000,.1,263.2,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806121,-122.446910,2019-01-01 00:05:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780451,-122.386004,2019-01-01 00:05:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798288,-122.393899,2019-01-01 00:05:00.000,.1,197.5,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366969970,SONOMA,0,WZC8517,37.806854,-122.391514,2019-01-01 00:05:00.000,16.1,243.1,242,0,15,60,0.0,28,28,5,5,US,VTS11-SF-BPT
1,366975750,HARBOR PRINCESS,0,WCX8036,37.809274,-122.415358,2019-01-01 00:05:00.000,.1,145.7,None,0,15,60,2.8,4,21,4,3,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809487,-122.412099,2019-01-01 00:05:00.000,0.0,106.8,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366985340,ENCINAL,0,WCY6429,37.793649,-122.364380,2019-01-01 00:05:00.000,20.5,90.2,None,0,1,60,2.4,15,13,8,2,US,VTS11-SF-PSP
1,366989380,MARE ISLAND,9144665,WDC2198,37.796893,-122.393384,2019-01-01 00:05:00.000,0.0,197.9,233,0,1,60,3.0,12,30,5,5,US,VTS11-SF-WGE1
1,366990520,DEL NORTE,0,WDC2280,37.796372,-122.391727,2019-01-01 00:05:00.000,3.9,228.4,245,0,1,40,0.0,16,32,12,12,US,D13MN-PS-GOLBS1
3,367165570,SAM,9173496,WDD5908,37.802753,-122.397615,2019-01-01 00:05:00.000,.1,53.8,55,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367338290,ALCATRAZ FLYER,0,WDE3382,37.806999,-122.404315,2019-01-01 00:05:00.000,0.0,197.4,None,0,15,60,1.5,10,30,5,5,US,D11MN-SF-PREBS1
1,367380880,GEMINI,9550747,WDE6488,37.795097,-122.391790,2019-01-01 00:05:00.000,0.0,163.6,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781413,-122.386512,2019-01-01 00:05:00.000,0.0,202.5,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502372,-122.480513,2019-01-01 00:05:00.000,0.0,None,174,5,3,36,1.2,3,5,1,1,US,None
3,367436230,TAURUS,0,WDF3127,37.663663,-122.377363,2019-01-01 00:05:00.000,0.0,183.7,178,5,0,60,0.0,18,17,4,4,US,VTS11-SF-MTT1
18,367474730,LA DOLCE VITA,None,WDF6483,37.781160,-122.386747,2019-01-01 00:05:00.000,0.0,353.6,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673112,-122.380632,2019-01-01 00:05:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808881,-122.417780,2019-01-01 00:05:00.000,0.0,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
1,367654260,FALCON,0,WDH8060,37.774655,-122.385598,2019-01-01 00:05:00.000,.1,175.7,None,0,15,99,0.2,6,10,1,4,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807593,-122.442200,2019-01-01 00:05:00.000,0.0,275.8,256,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790491,-122.388265,2019-01-01 00:05:00.000,.1,243.2,246,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672819,-122.379759,2019-01-01 00:05:00.000,0.0,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806842,-122.445108,2019-01-01 00:05:00.000,0.0,261.0,None,None,None,37,None,15,13,4,3,US,None
3,367833000,CAPELLA,7223508,NBXO,37.748383,-122.379646,2019-01-01 00:05:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748038,-122.383131,2019-01-01 00:05:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502351,-122.480907,2019-01-01 00:10:00.000,0.0,39.6,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808602,-122.360937,2019-01-01 00:10:00.000,.1,316.4,178,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780803,-122.387213,2019-01-01 00:10:00.000,0.0,161.2,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501543,-122.481210,2019-01-01 00:10:00.000,0.0,114.6,None,None,None,37,None,7,5,3,1,US,None
18,338166398,LADY FISH,None, ,37.778570,-122.386945,2019-01-01 00:10:00.000,0.0,233.4,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502274,-122.484886,2019-01-01 00:10:00.000,0.0,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501590,-122.481509,2019-01-01 00:10:00.000,0.0,216.4,None,None,None,30,None,6,6,2,2,US,None
18,338181459,F/V NATALIE NICOLE,None, ,37.808923,-122.417762,2019-01-01 00:10:00.000,0.0,None,73,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780427,-122.386798,2019-01-01 00:10:00.000,0.0,26.7,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502350,-122.480289,2019-01-01 00:10:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806676,-122.446042,2019-01-01 00:10:00.000,0.0,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807353,-122.441247,2019-01-01 00:10:00.000,0.0,128.3,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338300727,RETAINED EARNINGS,None, ,37.805973,-122.443574,2019-01-01 00:10:00.000,0.0,33.9,None,None,None,37,None,3,2,1,1,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501502,-122.484587,2019-01-01 00:10:00.000,0.0,182.7,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672085,-122.380307,2019-01-01 00:10:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807113,-122.440477,2019-01-01 00:10:00.000,0.0,204.0,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806100,-122.446925,2019-01-01 00:10:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780458,-122.386005,2019-01-01 00:10:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
18,366925550,STACY JOANNE,None,WDB6500,37.502170,-122.482402,2019-01-01 00:10:00.000,0.0,10.1,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798298,-122.393894,2019-01-01 00:10:00.000,0.0,200.9,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366975750,HARBOR PRINCESS,0,WCX8036,37.809275,-122.415357,2019-01-01 00:10:00.000,0.0,149.5,None,0,15,60,2.8,4,21,4,3,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809503,-122.412096,2019-01-01 00:10:00.000,0.0,81.1,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366989380,MARE ISLAND,9144665,WDC2198,37.796893,-122.393385,2019-01-01 00:10:00.000,0.0,216.6,233,0,1,60,3.0,12,30,5,5,US,VTS11-SF-WGE1
1,366990520,DEL NORTE,0,WDC2280,37.796001,-122.392840,2019-01-01 00:10:00.000,0.0,226.1,215,0,1,40,0.0,16,32,12,12,US,D13MN-PS-GOLBS1
3,367165570,SAM,9173496,WDD5908,37.802760,-122.397618,2019-01-01 00:10:00.000,0.0,84.7,56,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367380880,GEMINI,9550747,WDE6488,37.795104,-122.391785,2019-01-01 00:10:00.000,0.0,164.6,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781422,-122.386521,2019-01-01 00:10:00.000,0.0,215.8,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502368,-122.480513,2019-01-01 00:10:00.000,0.0,None,174,5,3,36,1.2,3,5,1,1,US,None
3,367436230,TAURUS,0,WDF3127,37.663676,-122.377380,2019-01-01 00:10:00.000,.1,104.7,179,5,0,60,0.0,18,17,4,4,US,VTS11-SF-MTT1
18,367474730,LA DOLCE VITA,None,WDF6483,37.781155,-122.386734,2019-01-01 00:10:00.000,.1,174.1,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673123,-122.380627,2019-01-01 00:10:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808885,-122.417773,2019-01-01 00:10:00.000,0.0,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
1,367654260,FALCON,0,WDH8060,37.774658,-122.385599,2019-01-01 00:10:00.000,0.0,195.1,None,0,15,99,0.2,6,10,1,4,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807583,-122.442200,2019-01-01 00:10:00.000,0.0,275.8,262,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790378,-122.388121,2019-01-01 00:10:00.000,.1,227.5,246,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672816,-122.379742,2019-01-01 00:10:00.000,.1,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806843,-122.445112,2019-01-01 00:10:00.000,0.0,261.0,None,None,None,37,None,15,13,4,3,US,None
3,367833000,CAPELLA,7223508,NBXO,37.748401,-122.379636,2019-01-01 00:10:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748061,-122.383133,2019-01-01 00:10:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
1,235010450,EVER SMART,9300403,MLBD9,37.804945,-122.522462,2019-01-01 00:15:00.000,14.8,241.7,243,0,1,70,12.3,211,89,21,22,GB,D11MN-SF-EAGBS1
18,235088685,AC-RELIANCE,None,2EWE5,37.502356,-122.480919,2019-01-01 00:15:00.000,0.0,75.6,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808600,-122.360939,2019-01-01 00:15:00.000,.1,243.2,177,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780845,-122.387182,2019-01-01 00:15:00.000,0.0,58.9,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501535,-122.481232,2019-01-01 00:15:00.000,0.0,332.3,None,None,None,37,None,7,5,3,1,US,None
18,338142695,MISS PERCEPTION,None, ,37.640836,-122.414685,2019-01-01 00:15:00.000,.1,None,None,None,None,37,None,2,0,0,0,US,VTS11-SF-PSP
18,338166398,LADY FISH,None, ,37.778568,-122.386939,2019-01-01 00:15:00.000,.1,243.1,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502267,-122.484890,2019-01-01 00:15:00.000,.1,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501581,-122.481509,2019-01-01 00:15:00.000,0.0,216.4,None,None,None,30,None,6,6,2,2,US,None
18,338181459,F/V NATALIE NICOLE,None, ,37.808941,-122.417759,2019-01-01 00:15:00.000,0.0,None,91,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780426,-122.386797,2019-01-01 00:15:00.000,.1,143.7,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502351,-122.480289,2019-01-01 00:15:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806736,-122.446045,2019-01-01 00:15:00.000,.1,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807360,-122.441227,2019-01-01 00:15:00.000,0.0,128.3,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501503,-122.484584,2019-01-01 00:15:00.000,0.0,182.7,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672068,-122.380300,2019-01-01 00:15:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807113,-122.440484,2019-01-01 00:15:00.000,.1,182.1,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806112,-122.446945,2019-01-01 00:15:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780471,-122.386003,2019-01-01 00:15:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
18,366925550,STACY JOANNE,None,WDB6500,37.502190,-122.482410,2019-01-01 00:15:00.000,0.0,355.1,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798276,-122.393897,2019-01-01 00:15:00.000,.1,200.9,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366975750,HARBOR PRINCESS,0,WCX8036,37.809271,-122.415356,2019-01-01 00:15:00.000,0.0,158.0,None,0,15,60,2.8,4,21,4,3,US,D11MN-SF-BUSBS1
1,366983830,PERALTA,8968260,WDB9847,37.795953,-122.379500,2019-01-01 00:15:00.000,19.7,260.4,266,0,1,60,0.0,15,18,5,5,US,D11MN-SF-WLGBS1
1,366985270,HARBOR EMPEROR,0,WCY6430,37.809473,-122.411357,2019-01-01 00:15:00.000,1.8,164.0,156,5,1,60,0.0,9,22,4,4,US,VTS11-SF-PTB
1,366985290,ROYAL STAR,0,WCY6432,37.809501,-122.412101,2019-01-01 00:15:00.000,0.0,79.6,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366989380,MARE ISLAND,9144665,WDC2198,37.796890,-122.393389,2019-01-01 00:15:00.000,0.0,212.9,233,0,1,60,3.0,12,30,5,5,US,VTS11-SF-WGE1
1,366990520,DEL NORTE,0,WDC2280,37.795982,-122.392847,2019-01-01 00:15:00.000,0.0,225.6,215,0,1,40,0.0,16,32,12,12,US,D13MN-PS-GOLBS1
3,367165570,SAM,9173496,WDD5908,37.802769,-122.397638,2019-01-01 00:15:00.000,0.0,196.6,55,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367380880,GEMINI,9550747,WDE6488,37.795127,-122.391755,2019-01-01 00:15:00.000,0.0,184.2,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781411,-122.386512,2019-01-01 00:15:00.000,0.0,228.8,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502373,-122.480507,2019-01-01 00:15:00.000,0.0,None,174,5,3,36,1.2,3,5,1,1,US,None
3,367436230,TAURUS,0,WDF3127,37.663619,-122.377352,2019-01-01 00:15:00.000,0.0,258.6,179,5,0,60,0.0,18,17,4,4,US,VTS11-SF-MTT1
18,367474730,LA DOLCE VITA,None,WDF6483,37.781161,-122.386739,2019-01-01 00:15:00.000,.1,333.9,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673110,-122.380635,2019-01-01 00:15:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808891,-122.417777,2019-01-01 00:15:00.000,0.0,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
1,367654260,FALCON,0,WDH8060,37.774662,-122.385606,2019-01-01 00:15:00.000,.1,212.7,None,0,15,99,0.2,6,10,1,4,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807586,-122.442200,2019-01-01 00:15:00.000,0.0,275.8,288,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790455,-122.388254,2019-01-01 00:15:00.000,.1,241.5,247,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
